id,product_category,product_weight_kg,product_length_mm,product_width_mm,product_height_mm,fragility_level,transport_type,box_style,board_type,flute_type,liner_gsm,fluting_gsm,burst_strength_kg_cm2,ECT_lb_per_in,internal_protection,tape_type,strapping_type,extra_packaging,estimated_price_inr,pros,cons
553,LED bulbs,62.05,992,431,189,Medium,Local transport,RSC,7-ply,B+C,150,120,14,61,Paper void fill,Filament tape,PP strap,Pallet wrap,191.09,Good stacking,Limited moisture resistance
554,Paint cans,30.19,803,877,259,High,Export container,Mailer box,5-ply,C,230,100,22,51,None,Water activated kraft tape,None,Layer pads,138.43,Good stacking,Bulky size
555,Electronics,13.97,1275,837,627,High,Interstate trucking,Pallet box,7-ply,C,230,140,20,48,None,Filament tape,PET strap,Corner protectors,359.31,Good stacking,Needs padding
556,Glass bottles,50.28,1263,908,370,Low,Export container,Mailer box,7-ply,A,250,160,16,61,None,Water activated kraft tape,Steel strap,Pallet wrap,239.17,High strength,Needs padding
557,Mobile accessories,39.09,606,334,599,Low,Export container,RSC,7-ply,C,120,100,18,32,Foam sheet,BOPP tape,None,Pallet wrap,113.17,Export suitable,Limited moisture resistance
558,Kitchen appliances,9.94,383,306,122,High,Local transport,Full overlap box,5-ply,B+C,120,140,24,72,Bubble wrap,BOPP tape,None,None,72.98,High strength,Higher cost
559,Electronics,0.75,307,501,517,High,Courier,Pallet box,7-ply,E,180,140,22,48,None,BOPP tape,None,None,107.64,High strength,Heavy box
560,Mobile accessories,71.86,1415,995,682,Low,Export container,Pallet box,5-ply,B,150,100,12,44,Air pillows,BOPP tape,PET strap,Layer pads,139.92,Low cost,Heavy box
561,Industrial tools,10.26,948,190,731,Low,Courier,RSC,5-ply,C,180,160,24,51,None,Water activated kraft tape,PP strap,Layer pads,49.2,High strength,Bulky size
562,Pharmaceutical,4.75,752,519,173,Medium,Export container,Mailer box,7-ply,E,200,100,22,72,Air pillows,Water activated kraft tape,Steel strap,Pallet wrap,152.04,Export suitable,Needs padding
563,Pharmaceutical,0.78,229,150,346,Medium,Export container,Full overlap box,3-ply,B+C,150,100,22,51,Air pillows,Filament tape,PET strap,Layer pads,30.07,High strength,Needs padding
564,Auto parts,52.24,371,610,688,Medium,Export container,Mailer box,3-ply,E,120,160,24,48,None,Water activated kraft tape,Steel strap,Layer pads,47.42,Good cushioning,Higher cost
565,Industrial tools,9.04,689,167,461,Medium,Courier,RSC,7-ply,A,200,100,18,61,Foam sheet,Water activated kraft tape,None,None,155.9,Export suitable,Limited moisture resistance
566,LED bulbs,59.97,265,792,107,Medium,Interstate trucking,Pallet box,7-ply,C,150,140,22,44,Corrugated dividers,Water activated kraft tape,Steel strap,Layer pads,246.62,High strength,Higher cost
567,Food products,56.15,1009,298,561,Low,Courier,Full overlap box,3-ply,A,180,140,22,48,Corrugated dividers,Filament tape,None,Edge protectors,21.04,Low cost,Heavy box
568,Kitchen appliances,46.66,1177,724,568,Low,Export container,Die-cut box,5-ply,B,180,120,20,23,Corrugated dividers,Filament tape,Steel strap,Pallet wrap,62.89,High strength,Higher cost
569,Mobile accessories,20.97,1122,576,322,Low,Export container,Die-cut box,5-ply,E,120,120,14,61,Foam sheet,Water activated kraft tape,None,None,90.18,Good stacking,Higher cost
570,Paint cans,18.09,244,670,360,Medium,Interstate trucking,RSC,7-ply,B,150,160,18,48,Bubble wrap,Filament tape,Steel strap,Corner protectors,117.95,Good stacking,Limited moisture resistance
571,Electronics,12.24,1022,578,629,Low,Local transport,Die-cut box,5-ply,B+C,150,100,12,72,Foam sheet,Water activated kraft tape,Steel strap,Edge protectors,63.01,Export suitable,Heavy box
572,Glass bottles,38.1,83,811,265,Medium,Courier,RSC,7-ply,E,200,120,24,48,Paper void fill,Filament tape,PP strap,Layer pads,90.78,Low cost,Higher cost
573,Electronics,0.69,714,920,329,High,Courier,Pallet box,5-ply,E,120,100,24,72,Bubble wrap,Filament tape,Steel strap,Pallet wrap,125.75,Good stacking,Higher cost
574,Glass bottles,3.81,367,475,334,High,Export container,Mailer box,5-ply,B,250,120,16,23,Paper void fill,Water activated kraft tape,Steel strap,None,52.97,High strength,Limited moisture resistance
575,Pharmaceutical,46.8,1466,586,476,Low,Export container,RSC,7-ply,A,180,160,24,23,Air pillows,Water activated kraft tape,Steel strap,None,256.73,Good stacking,Needs padding
576,Glass bottles,79.48,1217,462,570,Low,Interstate trucking,Mailer box,3-ply,B+C,180,120,22,23,Bubble wrap,Water activated kraft tape,PET strap,Corner protectors,15.24,Export suitable,Needs padding
577,Mobile accessories,32.89,1024,542,408,Low,Export container,Pallet box,3-ply,C,120,160,18,32,Foam sheet,Water activated kraft tape,Steel strap,Pallet wrap,32.48,Export suitable,Higher cost
578,Industrial tools,62.56,862,343,158,Medium,Export container,Mailer box,3-ply,C,250,140,22,61,Corrugated dividers,Water activated kraft tape,PET strap,Corner protectors,34.78,Good stacking,Needs padding
579,Food products,1.71,727,361,591,High,Interstate trucking,RSC,5-ply,C,180,140,12,23,Air pillows,Filament tape,Steel strap,Corner protectors,126.83,Export suitable,Higher cost
580,Ceramics,48.35,1041,171,655,High,Courier,Mailer box,7-ply,E,250,100,20,48,Air pillows,BOPP tape,PET strap,Pallet wrap,346.94,Low cost,Bulky size
581,Clothing,12.07,1447,526,242,Low,Local transport,RSC,5-ply,B+C,200,120,20,72,Air pillows,Filament tape,None,Layer pads,134.5,Low cost,Heavy box
582,Food products,65.75,1375,430,601,Low,Interstate trucking,Mailer box,7-ply,B+C,250,140,14,61,Bubble wrap,Water activated kraft tape,PP strap,Layer pads,190.66,High strength,Higher cost
583,Glass bottles,23.74,1361,108,800,Low,Interstate trucking,RSC,5-ply,C,230,160,12,72,Bubble wrap,BOPP tape,Steel strap,Pallet wrap,104.47,High strength,Heavy box
584,Kitchen appliances,76.52,522,760,583,High,Interstate trucking,Full overlap box,5-ply,B,250,160,24,32,Bubble wrap,Filament tape,PP strap,Edge protectors,118.78,Export suitable,Higher cost
585,Paint cans,67.18,1339,732,113,High,Courier,RSC,5-ply,E,180,120,14,72,Corrugated dividers,BOPP tape,PET strap,Edge protectors,44.21,Good cushioning,Higher cost
586,Pharmaceutical,10.91,1445,944,579,High,Interstate trucking,Pallet box,3-ply,E,120,160,22,51,Foam sheet,BOPP tape,None,Layer pads,33.78,Low cost,Needs padding
587,Industrial tools,73.11,1073,353,372,Low,Interstate trucking,Mailer box,3-ply,B,180,120,14,44,Air pillows,BOPP tape,PP strap,None,32.9,Good stacking,Needs padding
588,Pharmaceutical,22.18,199,404,261,Medium,Courier,RSC,3-ply,C,200,140,24,32,Corrugated dividers,Filament tape,None,Edge protectors,15.93,High strength,Limited moisture resistance
589,Paint cans,38.05,866,515,131,High,Export container,Pallet box,5-ply,E,180,160,18,32,Bubble wrap,BOPP tape,PET strap,Pallet wrap,75.57,Good cushioning,Bulky size
590,Books,56.51,750,396,690,Low,Interstate trucking,Pallet box,7-ply,E,180,160,24,23,Air pillows,Filament tape,Steel strap,Layer pads,258.13,High strength,Heavy box
591,Glass bottles,14.18,1380,377,305,Low,Courier,Pallet box,7-ply,B+C,180,160,16,72,None,Filament tape,Steel strap,Corner protectors,138.88,High strength,Limited moisture resistance
592,Ceramics,6.03,1237,372,512,High,Export container,RSC,5-ply,E,230,120,18,48,Corrugated dividers,BOPP tape,PP strap,None,99.43,Export suitable,Higher cost
593,Cosmetics,31.76,149,276,238,Medium,Courier,Die-cut box,7-ply,B,150,140,24,72,None,Water activated kraft tape,PP strap,Corner protectors,233.88,Good cushioning,Limited moisture resistance
594,Pharmaceutical,63.49,453,564,489,Medium,Export container,RSC,3-ply,E,180,140,18,32,Corrugated dividers,BOPP tape,PET strap,Edge protectors,21.05,Good stacking,Bulky size
595,Auto parts,61.62,305,664,638,Low,Local transport,Full overlap box,5-ply,A,230,140,14,23,Corrugated dividers,BOPP tape,None,None,93.62,Good cushioning,Bulky size
596,Ceramics,60.16,1004,474,119,Low,Local transport,Die-cut box,5-ply,E,250,160,20,61,Paper void fill,Filament tape,Steel strap,Pallet wrap,125.45,Export suitable,Heavy box
597,Auto parts,67.34,170,911,619,Low,Interstate trucking,RSC,7-ply,E,180,100,14,32,Bubble wrap,BOPP tape,None,Edge protectors,354.9,High strength,Heavy box
598,Industrial tools,39.29,1089,995,561,Medium,Courier,RSC,3-ply,B+C,250,140,24,61,Paper void fill,BOPP tape,PET strap,Corner protectors,34.75,Good stacking,Higher cost
599,Food products,22.02,717,168,526,High,Courier,Die-cut box,5-ply,B,150,140,18,32,Paper void fill,Water activated kraft tape,Steel strap,Pallet wrap,108.49,Low cost,Higher cost
600,Books,51.04,1070,730,233,Low,Local transport,Pallet box,5-ply,E,200,140,16,51,Air pillows,BOPP tape,Steel strap,None,75.67,Low cost,Limited moisture resistance
601,Paint cans,2.58,260,81,752,High,Interstate trucking,Pallet box,3-ply,E,250,140,12,44,Air pillows,Water activated kraft tape,None,Layer pads,45.35,Export suitable,Limited moisture resistance
602,Paint cans,10.81,1122,835,633,Medium,Local transport,Die-cut box,7-ply,A,250,140,24,23,None,BOPP tape,None,Corner protectors,189.06,Low cost,Limited moisture resistance
603,Paint cans,33.42,1041,845,406,Low,Interstate trucking,Mailer box,5-ply,B,150,100,12,44,Bubble wrap,Filament tape,Steel strap,Corner protectors,36.44,Low cost,Heavy box
604,Books,12.28,1052,894,293,Medium,Local transport,Die-cut box,3-ply,E,150,160,24,72,None,BOPP tape,None,Corner protectors,28.42,Good stacking,Bulky size
605,Paint cans,70.53,541,547,120,High,Local transport,Die-cut box,5-ply,B,250,160,24,72,Air pillows,Filament tape,PET strap,Pallet wrap,57.9,Good cushioning,Heavy box
606,Books,73.94,520,721,502,High,Interstate trucking,Pallet box,7-ply,A,250,120,16,51,Paper void fill,BOPP tape,PP strap,None,288.5,Good cushioning,Limited moisture resistance
607,Industrial tools,74.05,1141,979,619,Low,Interstate trucking,RSC,7-ply,C,180,160,12,44,Air pillows,Filament tape,PET strap,None,115.67,High strength,Higher cost
608,Industrial tools,37.65,808,706,154,Low,Interstate trucking,Full overlap box,3-ply,B+C,230,140,24,23,Air pillows,BOPP tape,Steel strap,Layer pads,39.0,Good cushioning,Heavy box
609,Books,40.02,945,75,364,High,Interstate trucking,RSC,7-ply,B+C,230,100,12,72,Foam sheet,Water activated kraft tape,PET strap,Corner protectors,197.71,Good cushioning,Limited moisture resistance
610,Kitchen appliances,3.7,1388,658,528,High,Local transport,Pallet box,5-ply,A,250,160,16,48,Air pillows,BOPP tape,PP strap,None,73.88,Good cushioning,Needs padding
611,Cosmetics,74.63,944,136,539,Low,Courier,Mailer box,3-ply,A,180,120,24,61,Air pillows,Water activated kraft tape,None,Layer pads,36.9,Good stacking,Limited moisture resistance
612,Cosmetics,52.86,324,635,348,Medium,Local transport,Full overlap box,5-ply,B+C,150,120,22,51,Paper void fill,BOPP tape,PET strap,Edge protectors,107.27,High strength,Needs padding
613,Books,53.84,905,341,612,High,Interstate trucking,Pallet box,3-ply,C,180,140,16,61,Foam sheet,BOPP tape,Steel strap,Corner protectors,42.32,Good cushioning,Bulky size
614,Mobile accessories,46.46,425,72,592,Medium,Interstate trucking,Pallet box,3-ply,E,180,160,16,51,Air pillows,Water activated kraft tape,Steel strap,Layer pads,46.57,Export suitable,Higher cost
615,Auto parts,48.58,589,428,336,Low,Interstate trucking,Pallet box,7-ply,E,250,120,12,51,Foam sheet,BOPP tape,PET strap,Layer pads,309.89,Low cost,Heavy box
616,Kitchen appliances,57.17,1104,424,398,Medium,Courier,Die-cut box,7-ply,A,230,120,18,32,Foam sheet,Filament tape,None,None,356.92,High strength,Bulky size
617,Industrial tools,26.85,217,773,175,Low,Local transport,Die-cut box,3-ply,E,200,140,14,23,Bubble wrap,Water activated kraft tape,PET strap,Corner protectors,32.78,Good cushioning,Higher cost
618,LED bulbs,8.42,1011,384,425,Low,Export container,RSC,7-ply,E,230,100,24,48,Paper void fill,Filament tape,Steel strap,None,333.93,Export suitable,Limited moisture resistance
619,Mobile accessories,6.11,552,770,415,Medium,Courier,Pallet box,3-ply,B+C,230,140,20,51,None,Filament tape,PP strap,None,23.68,Export suitable,Bulky size
620,Auto parts,3.49,942,629,113,Medium,Local transport,RSC,5-ply,C,180,100,16,44,None,BOPP tape,PET strap,Pallet wrap,92.09,Low cost,Bulky size
621,Industrial tools,26.54,640,433,669,Low,Courier,Full overlap box,3-ply,C,200,100,20,23,None,Filament tape,None,Edge protectors,25.56,Low cost,Needs padding
622,Clothing,56.95,873,505,346,Medium,Interstate trucking,Full overlap box,3-ply,B+C,250,120,18,61,Foam sheet,Water activated kraft tape,Steel strap,None,29.12,Good stacking,Bulky size
623,Food products,31.76,419,992,655,High,Interstate trucking,Mailer box,3-ply,B+C,150,120,22,44,Bubble wrap,BOPP tape,PET strap,None,38.96,Low cost,Bulky size
624,Food products,42.61,768,449,459,High,Local transport,Full overlap box,3-ply,E,250,100,18,61,Paper void fill,Water activated kraft tape,None,Edge protectors,21.58,Good cushioning,Limited moisture resistance
625,Food products,4.11,876,430,456,Medium,Export container,Pallet box,5-ply,B+C,120,160,18,23,Bubble wrap,Filament tape,PET strap,Layer pads,113.39,Export suitable,Needs padding
626,Food products,41.52,642,305,314,High,Local transport,Pallet box,7-ply,B,230,140,16,23,Air pillows,Filament tape,Steel strap,None,259.81,Low cost,Heavy box
627,Cosmetics,3.9,836,746,618,Low,Local transport,Pallet box,7-ply,B+C,200,100,20,48,Foam sheet,BOPP tape,Steel strap,None,329.12,Low cost,Bulky size
628,Mobile accessories,67.03,504,457,575,High,Local transport,Full overlap box,7-ply,C,150,120,24,61,Air pillows,BOPP tape,None,None,197.39,Good stacking,Heavy box
629,Food products,0.27,270,193,371,Medium,Local transport,Pallet box,3-ply,A,150,100,12,48,Bubble wrap,Filament tape,None,Pallet wrap,22.39,Good cushioning,Needs padding
630,Ceramics,54.37,636,288,280,Low,Local transport,Mailer box,3-ply,B+C,150,160,24,51,Corrugated dividers,BOPP tape,None,Edge protectors,35.16,Good stacking,Limited moisture resistance
631,Electronics,60.61,452,183,174,Low,Interstate trucking,Full overlap box,5-ply,A,180,100,12,48,Air pillows,Filament tape,PET strap,None,84.47,Good cushioning,Needs padding
632,Clothing,36.92,662,427,616,Medium,Courier,Die-cut box,5-ply,A,150,160,16,23,Bubble wrap,Filament tape,PET strap,Pallet wrap,77.27,Low cost,Heavy box
633,Auto parts,5.38,458,323,223,Low,Local transport,Pallet box,5-ply,E,120,140,12,72,None,Water activated kraft tape,Steel strap,Edge protectors,48.58,Good stacking,Heavy box
634,Industrial tools,44.97,353,495,466,Low,Courier,Pallet box,3-ply,C,120,100,16,72,Paper void fill,BOPP tape,Steel strap,None,30.81,High strength,Bulky size
635,Ceramics,43.17,345,64,584,Medium,Export container,Mailer box,7-ply,B+C,120,140,14,32,Bubble wrap,BOPP tape,PET strap,Layer pads,153.86,High strength,Bulky size
636,Paint cans,68.84,643,309,57,High,Interstate trucking,RSC,5-ply,C,150,100,22,44,Foam sheet,Filament tape,PET strap,Corner protectors,138.79,Good cushioning,Needs padding
637,Industrial tools,41.51,1004,527,700,High,Interstate trucking,Pallet box,7-ply,A,180,100,24,32,Paper void fill,BOPP tape,PP strap,Pallet wrap,355.01,Export suitable,Heavy box
638,Paint cans,77.89,652,131,606,High,Local transport,Pallet box,3-ply,C,120,140,12,51,Paper void fill,Filament tape,Steel strap,Pallet wrap,36.97,Export suitable,Higher cost
639,Electronics,62.27,722,154,393,Medium,Export container,Pallet box,7-ply,C,250,140,20,32,Air pillows,Water activated kraft tape,PP strap,Pallet wrap,343.08,High strength,Higher cost
640,Glass bottles,29.19,1198,936,38,Medium,Local transport,Mailer box,5-ply,E,250,140,12,44,Foam sheet,Water activated kraft tape,None,Pallet wrap,52.01,Low cost,Heavy box
641,Books,28.53,102,513,197,Low,Export container,Mailer box,5-ply,C,200,140,12,23,Paper void fill,Filament tape,PP strap,None,100.07,Good stacking,Heavy box
642,Books,75.54,116,990,362,Medium,Export container,Full overlap box,3-ply,A,150,120,12,44,Bubble wrap,Water activated kraft tape,PP strap,None,41.75,Good cushioning,Higher cost
643,Ceramics,68.41,333,790,414,High,Local transport,RSC,3-ply,B,230,120,12,23,Foam sheet,BOPP tape,Steel strap,None,30.58,Export suitable,Bulky size
644,Industrial tools,34.13,482,944,731,Medium,Courier,RSC,3-ply,A,250,160,20,44,Bubble wrap,Water activated kraft tape,Steel strap,Edge protectors,15.85,Export suitable,Higher cost
645,LED bulbs,22.89,323,733,240,High,Interstate trucking,Die-cut box,5-ply,B+C,230,140,16,48,Corrugated dividers,Water activated kraft tape,PP strap,Layer pads,121.18,Good cushioning,Higher cost
646,Cosmetics,49.4,196,609,502,High,Interstate trucking,Die-cut box,5-ply,B,230,160,16,23,Air pillows,Water activated kraft tape,PET strap,Corner protectors,61.62,Export suitable,Heavy box
647,Industrial tools,59.58,280,934,114,Medium,Local transport,Pallet box,5-ply,B,250,120,24,32,Corrugated dividers,BOPP tape,PET strap,Corner protectors,104.77,High strength,Heavy box
648,Industrial tools,69.79,232,415,78,High,Export container,Full overlap box,3-ply,B,250,160,20,23,Foam sheet,Filament tape,Steel strap,Pallet wrap,41.9,Export suitable,Bulky size
649,Auto parts,5.89,809,658,363,Low,Export container,Mailer box,7-ply,B,250,100,12,51,None,Filament tape,PP strap,Corner protectors,329.13,Good cushioning,Limited moisture resistance
650,Pharmaceutical,15.24,523,987,558,High,Interstate trucking,Full overlap box,3-ply,A,150,140,14,51,Bubble wrap,BOPP tape,PP strap,Layer pads,31.43,Low cost,Higher cost
651,Ceramics,72.97,635,897,446,High,Export container,Full overlap box,7-ply,B,250,100,12,51,Corrugated dividers,Water activated kraft tape,PET strap,None,287.25,Good stacking,Limited moisture resistance
652,Industrial tools,23.18,1418,574,355,Medium,Local transport,Mailer box,3-ply,E,200,160,18,61,Air pillows,Filament tape,PP strap,Layer pads,23.75,High strength,Higher cost
653,Auto parts,46.12,354,128,727,High,Local transport,RSC,7-ply,B+C,120,140,16,51,None,BOPP tape,None,Layer pads,203.11,Export suitable,Bulky size
654,Kitchen appliances,21.11,1303,235,319,Low,Export container,Die-cut box,5-ply,E,120,140,20,23,Paper void fill,BOPP tape,Steel strap,None,39.42,Low cost,Higher cost
655,Ceramics,50.9,1304,651,610,High,Local transport,Die-cut box,7-ply,A,230,160,12,72,Foam sheet,Filament tape,PP strap,Pallet wrap,354.55,Good stacking,Limited moisture resistance
656,Pharmaceutical,58.15,855,852,325,Low,Local transport,RSC,7-ply,B,230,140,24,48,Paper void fill,Filament tape,Steel strap,Corner protectors,93.33,High strength,Limited moisture resistance
